First Name,Last Name,Position,Season Type,From,To,G,GS,MIN,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,,G,GS,MIN,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS
Wah Wah,Jones,F,Regular Season,(1949-50),(1951-52),140,---,"1,320",521,"1,467",36%,---,---,---,386,510,76%,---,---,408,429,---,---,---,452,"1,428",,---,---,9.43,3.72,10.48,36%,---,---,---,2.76,3.64,76%,---,---,2.91,3.06,---,---,---,3.23,10.20
DeAndre,Jordan,C,Regular Season,(2008-09),(2019-20),875,713,"24,326","3,337","4,985",67%,1,11,9%,"1,626","3,431",47%,"2,800","6,651","9,451",818,509,"1,403","1,210","2,296","8,301",,---,---,27.80,3.81,5.70,67%,0.00,0.01,9%,1.86,3.92,47%,3.20,7.60,10.80,0.93,0.58,1.60,1.38,2.62,9.49
Jerome,Jordan,C,Regular Season,(2011-12),(2014-15),65,0,491,67,127,53%,0,0,,46,54,85%,66,66,132,17,9,21,24,73,180,,---,---,7.55,1.03,1.95,53%,0.00,0.00,,0.71,0.83,85%,1.02,1.02,2.03,0.26,0.14,0.32,0.37,1.12,2.77
Michael,Jordan,G-F,Regular Season,(1984-85),(2002-03),"1,072","1,039","41,011","12,192","24,537",50%,581,"1,778",33%,"7,327","8,772",84%,"1,668","5,004","6,672","5,633","2,514",893,"2,924","2,783","32,292",,---,---,38.26,11.37,22.89,50%,0.54,1.66,33%,6.83,8.18,84%,1.56,4.67,6.22,5.25,2.35,0.83,2.73,2.60,30.12
Reggie,Jordan,G,Regular Season,(1993-94),(1999-00),186,2,"1,662",182,420,43%,2,6,33%,134,229,59%,180,163,343,190,92,31,104,201,500,,---,---,8.94,0.98,2.26,43%,0.01,0.03,33%,0.72,1.23,59%,0.97,0.88,1.84,1.02,0.49,0.17,0.56,1.08,2.69
Adonis,Jordan,G,Regular Season,(1993-94),(1998-99),10,0,97,8,27,30%,3,12,25%,2,4,50%,3,3,6,22,3,1,8,6,21,,---,---,9.70,0.80,2.70,30%,0.30,1.20,25%,0.20,0.40,50%,0.30,0.30,0.60,2.20,0.30,0.10,0.80,0.60,2.10
Thomas,Jordan,F-C,Regular Season,(1992-93),(1992-93),4,0,106,18,41,44%,0,0,,8,17,47%,5,14,19,3,3,5,12,14,44,,---,---,26.50,4.50,10.25,44%,0.00,0.00,,2.00,4.25,47%,1.25,3.50,4.75,0.75,0.75,1.25,3.00,3.50,11.00
Eddie,Jordan,G,Regular Season,(1977-78),(1983-84),420,0,"8,507","1,349","3,256",41%,22,98,22%,694,909,76%,216,572,788,"1,595",766,96,897,893,"3,414",,---,---,20.25,3.21,7.75,41%,0.05,0.23,22%,1.65,2.16,76%,0.51,1.36,1.88,3.80,1.82,0.23,2.14,2.13,8.13
Walter,Jordan,F,Regular Season,(1980-81),(1980-81),30,,207,29,75,39%,0,0,,10,17,59%,23,19,42,11,11,5,17,35,68,,---,---,6.90,0.97,2.50,39%,0.00,0.00,,0.33,0.57,59%,0.77,0.63,1.40,0.37,0.37,0.17,0.57,1.17,2.27
Phil,Jordon,C-F,Regular Season,(1956-57),(1962-63),442,---,"10,792","1,965","4,941",40%,---,---,---,903,"1,302",69%,---,---,"3,028",769,---,---,---,"1,246","4,833",,---,---,24.42,4.45,11.18,40%,---,---,---,2.04,2.95,69%,---,---,6.85,1.74,---,---,---,2.82,10.93
Noble,Jorgensen,C,Regular Season,(1946-47),(1952-53),268,---,"2,673",801,"2,226",36%,---,---,---,761,"1,026",74%,---,---,862,324,---,---,---,915,"2,363",,---,---,9.97,2.99,8.31,36%,---,---,---,2.84,3.83,74%,---,---,3.22,1.21,---,---,---,3.41,8.82
Johnny,Jorgensen,G-F,Regular Season,(1947-48),(1948-49),51,---,---,45,123,37%,---,---,---,25,34,74%,---,---,---,33,---,---,---,70,115,,---,---,---,0.88,2.41,37%,---,---,---,0.49,0.67,74%,---,---,---,0.65,---,---,---,1.37,2.25
Roger,Jorgensen,C-F,Regular Season,(1946-47),(1946-47),28,---,---,14,54,26%,---,---,---,13,19,68%,---,---,---,1,---,---,---,36,41,,---,---,---,0.50,1.93,26%,---,---,---,0.46,0.68,68%,---,---,---,0.04,---,---,---,1.29,1.46
Cory,Joseph,G,Regular Season,(2011-12),(2019-20),600,121,"13,115","1,615","3,666",44%,293,883,33%,600,780,77%,306,"1,247","1,553","1,736",458,132,601,906,"4,123",,---,---,21.86,2.69,6.11,44%,0.49,1.47,33%,1.00,1.30,77%,0.51,2.08,2.59,2.89,0.76,0.22,1.00,1.51,6.87
Kris,Joseph,F,Regular Season,(2012-13),(2012-13),10,0,54,2,14,14%,0,3,0%,5,8,63%,1,6,7,1,3,0,2,3,9,,---,---,5.40,0.20,1.40,14%,0.00,0.30,0%,0.50,0.80,63%,0.10,0.60,0.70,0.10,0.30,0.00,0.20,0.30,0.90
Garth,Joseph,C,Regular Season,(2000-01),(2000-01),4,0,16,1,5,20%,0,0,,0,2,0%,2,0,2,1,0,1,2,1,2,,---,---,4.00,0.25,1.25,20%,0.00,0.00,,0.00,0.50,0%,0.50,0.00,0.50,0.25,0.00,0.25,0.50,0.25,0.50
Yvon,Joseph,C,Regular Season,(1985-86),(1985-86),1,0,5,0,0,,0,0,,2,2,100%,0,0,0,0,0,0,0,1,2,,---,---,5.00,0.00,0.00,,0.00,0.00,,2.00,2.00,100%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00
Jeff,Judkins,G-F,Regular Season,(1978-79),(1982-83),272,0,"3,421",596,"1,248",48%,23,73,32%,267,329,81%,163,264,427,282,147,26,214,431,"1,482",,---,---,12.58,2.19,4.59,48%,0.08,0.27,32%,0.98,1.21,81%,0.60,0.97,1.57,1.04,0.54,0.10,0.79,1.58,5.45
Mfiondu,Kabengele,C,Regular Season,(2019-20),(2019-20),12,0,64,14,32,44%,9,20,45%,5,5,100%,1,10,11,2,2,2,2,9,42,,---,---,5.33,1.17,2.67,44%,0.75,1.67,45%,0.42,0.42,100%,0.08,0.83,0.92,0.17,0.17,0.17,0.17,0.75,3.50
Whitey,Kachan,G,Regular Season,(1948-49),(1948-49),52,---,---,38,142,27%,---,---,---,36,56,64%,---,---,---,37,---,---,---,81,112,,---,---,---,0.73,2.73,27%,---,---,---,0.69,1.08,64%,---,---,---,0.71,---,---,---,1.56,2.15
George,Kaftan,F,Regular Season,(1948-49),(1952-53),212,---,"1,335",586,"1,585",37%,---,---,---,422,649,65%,---,---,424,399,---,---,---,388,"1,594",,---,---,6.30,2.76,7.48,37%,---,---,---,1.99,3.06,65%,---,---,2.00,1.88,---,---,---,1.83,7.52
Ed,Kalafat,C-F,Regular Season,(1954-55),(1956-57),209,---,"4,358",490,"1,422",34%,---,---,---,494,718,69%,---,---,"1,182",310,---,---,---,684,"1,474",,---,---,20.85,2.34,6.80,34%,---,---,---,2.36,3.44,69%,---,---,5.66,1.48,---,---,---,3.27,7.05
Chris,Kaman,C,Regular Season,(2003-04),(2015-16),735,538,"19,642","3,432","7,023",49%,1,24,4%,"1,343","1,808",74%,"1,487","4,095","5,582",921,322,931,"1,544","1,968","8,208",,---,---,26.72,4.67,9.56,49%,0.00,0.03,4%,1.83,2.46,74%,2.02,5.57,7.59,1.25,0.44,1.27,2.10,2.68,11.17
Frank,Kaminsky,C,Regular Season,(2015-16),(2019-20),321,36,"7,029","1,118","2,648",42%,379,"1,093",35%,521,695,75%,246,"1,055","1,301",527,147,120,279,503,"3,136",,---,---,21.90,3.48,8.25,42%,1.18,3.40,35%,1.62,2.17,75%,0.77,3.29,4.05,1.64,0.46,0.37,0.87,1.57,9.77
Enes,Kanter,C,Regular Season,(2011-12),(2019-20),641,223,"13,932","3,036","5,596",54%,43,150,29%,"1,300","1,676",78%,"1,878","2,989","4,867",546,258,301,978,"1,396","7,415",,---,---,21.73,4.74,8.73,54%,0.07,0.23,29%,2.03,2.61,78%,2.93,4.66,7.59,0.85,0.40,0.47,1.53,2.18,11.57
Ralph,Kaplowitz,G-F,Regular Season,(1946-47),(1947-48),105,---,---,217,824,26%,---,---,---,158,211,75%,---,---,---,57,---,---,---,222,592,,---,---,---,2.07,7.85,26%,---,---,---,1.50,2.01,75%,---,---,---,0.54,---,---,---,2.11,5.64
Jason,Kapono,F,Regular Season,(2003-04),(2011-12),509,87,"9,068","1,336","3,026",44%,457,"1,054",43%,269,322,84%,165,679,844,417,180,25,327,777,"3,398",,---,---,17.82,2.62,5.94,44%,0.90,2.07,43%,0.53,0.63,84%,0.32,1.33,1.66,0.82,0.35,0.05,0.64,1.53,6.68
Tony,Kappen,G,Regular Season,(1946-47),(1946-47),59,---,---,128,537,24%,---,---,---,128,161,80%,---,---,---,28,---,---,---,78,384,,---,---,---,2.17,9.10,24%,---,---,---,2.17,2.73,80%,---,---,---,0.47,---,---,---,1.32,6.51
Sergey,Karasev,G-F,Regular Season,(2013-14),(2015-16),95,22,"1,110",96,243,40%,31,110,28%,64,76,84%,30,110,140,87,32,4,57,94,287,,---,---,11.68,1.01,2.56,40%,0.33,1.16,28%,0.67,0.80,84%,0.32,1.16,1.47,0.92,0.34,0.04,0.60,0.99,3.02
Coby,Karl,G,Regular Season,(2007-08),(2009-10),24,1,184,20,58,34%,6,24,25%,12,16,75%,7,25,32,24,7,3,15,18,58,,---,---,7.67,0.83,2.42,34%,0.25,1.00,25%,0.50,0.67,75%,0.29,1.04,1.33,1.00,0.29,0.13,0.63,0.75,2.42
George,Karl,G,Regular Season,(1976-77),(1977-78),33,,281,27,79,34%,---,---,---,31,44,70%,4,18,22,51,11,0,4,42,85,,---,---,8.52,0.82,2.39,34%,---,---,---,0.94,1.33,70%,0.12,0.55,0.67,1.55,0.33,0.00,0.12,1.27,2.58
Ed,Kasid,G,Regular Season,(1946-47),(1946-47),8,---,---,6,21,29%,---,---,---,0,6,0%,---,---,---,6,---,---,---,8,12,,---,---,---,0.75,2.63,29%,---,---,---,0.00,0.75,0%,---,---,---,0.75,---,---,---,1.00,1.50
Mario,Kasun,C,Regular Season,(2004-05),(2005-06),73,0,569,78,167,47%,0,1,0%,42,66,64%,76,112,188,11,10,16,41,155,198,,---,---,7.79,1.07,2.29,47%,0.00,0.01,0%,0.58,0.90,64%,1.04,1.53,2.58,0.15,0.14,0.22,0.56,2.12,2.71
Leo,Katkaveck,G,Regular Season,(1948-49),(1949-50),107,---,---,185,583,32%,---,---,---,87,127,69%,---,---,---,136,---,---,---,212,457,,---,---,---,1.73,5.45,32%,---,---,---,0.81,1.19,69%,---,---,---,1.27,---,---,---,1.98,4.27
Bob,Kauffman,F-C,Regular Season,(1968-69),(1974-75),525,,"13,568","2,306","4,835",48%,---,---,---,"1,437","1,919",75%,164,344,"3,682","1,429",56,22,---,"1,374","6,049",,---,---,25.84,4.39,9.21,48%,---,---,---,2.74,3.66,75%,0.31,0.66,7.01,2.72,0.11,0.04,---,2.62,11.52
Sasha,Kaun,C,Regular Season,(2015-16),(2015-16),24,0,95,9,17,53%,0,0,,4,9,44%,12,14,26,3,4,5,7,11,22,,---,---,3.96,0.38,0.71,53%,0.00,0.00,,0.17,0.38,44%,0.50,0.58,1.08,0.13,0.17,0.21,0.29,0.46,0.92
Wilbert,Kautz,G-F,Regular Season,(1946-47),(1946-47),50,---,---,107,420,25%,---,---,---,39,73,53%,---,---,---,37,---,---,---,114,253,,---,---,---,2.14,8.40,25%,---,---,---,0.78,1.46,53%,---,---,---,0.74,---,---,---,2.28,5.06
Clarence,Kea,F,Regular Season,(1980-81),(1981-82),51,0,447,63,130,48%,0,1,0%,72,104,69%,54,74,128,19,10,4,32,99,198,,---,---,8.76,1.24,2.55,48%,0.00,0.02,0%,1.41,2.04,69%,1.06,1.45,2.51,0.37,0.20,0.08,0.63,1.94,3.88
Tommy,Kearns,G,Regular Season,(1958-59),(1958-59),1,---,7,1,1,100%,---,---,---,0,0,,---,---,0,0,---,---,---,1,2,,---,---,7.00,1.00,1.00,100%,---,---,---,0.00,0.00,,---,---,0.00,0.00,---,---,---,1.00,2.00
Mike,Kearns,G,Regular Season,(1954-55),(1954-55),6,---,25,0,5,0%,---,---,---,1,4,25%,---,---,3,5,---,---,---,1,1,,---,---,4.17,0.00,0.83,0%,---,---,---,0.17,0.67,25%,---,---,0.50,0.83,---,---,---,0.17,0.17
Adam,Keefe,F,Regular Season,(1992-93),(2000-01),617,98,"10,334","1,120","2,230",50%,1,14,7%,866,"1,213",71%,999,"1,557","2,556",427,307,173,545,"1,114","3,107",,---,---,16.75,1.82,3.61,50%,0.00,0.02,7%,1.40,1.97,71%,1.62,2.52,4.14,0.69,0.50,0.28,0.88,1.81,5.04
Harold,Keeling,G,Regular Season,(1985-86),(1985-86),20,0,75,17,39,44%,0,0,,10,14,71%,3,3,6,10,7,0,7,9,44,,---,---,3.75,0.85,1.95,44%,0.00,0.00,,0.50,0.70,71%,0.15,0.15,0.30,0.50,0.35,0.00,0.35,0.45,2.20
Ken,Keller,G,Regular Season,(1946-47),(1946-47),28,---,---,10,30,33%,---,---,---,2,5,40%,---,---,---,1,---,---,---,15,22,,---,---,---,0.36,1.07,33%,---,---,---,0.07,0.18,40%,---,---,---,0.04,---,---,---,0.54,0.79
Rich,Kelley,C-F,Regular Season,(1975-76),(1985-86),814,126,"17,711","2,166","4,435",49%,0,10,0%,"1,867","2,384",78%,"1,872","3,806","5,678","2,092",694,749,"1,576","2,613","6,199",,---,---,21.76,2.66,5.45,49%,0.00,0.01,0%,2.29,2.93,78%,2.30,4.68,6.98,2.57,0.85,0.92,1.94,3.21,7.62
Clark,Kellogg,F,Regular Season,(1982-83),(1986-87),260,241,"8,514","2,008","4,041",50%,23,68,34%,879,"1,161",76%,852,"1,630","2,482",764,381,105,731,858,"4,918",,---,---,32.75,7.72,15.54,50%,0.09,0.26,34%,3.38,4.47,76%,3.28,6.27,9.55,2.94,1.47,0.40,2.81,3.30,18.92
Ryan,Kelly,F,Regular Season,(2013-14),(2016-17),163,59,"3,125",324,857,38%,102,323,32%,231,290,80%,77,427,504,215,79,84,106,309,981,,---,---,19.17,1.99,5.26,38%,0.63,1.98,32%,1.42,1.78,80%,0.47,2.62,3.09,1.32,0.48,0.52,0.65,1.90,6.02
Tom,Kelly,G,Regular Season,(1948-49),(1948-49),27,---,---,73,218,33%,---,---,---,45,73,62%,---,---,---,38,---,---,---,73,191,,---,---,---,2.70,8.07,33%,---,---,---,1.67,2.70,62%,---,---,---,1.41,---,---,---,2.70,7.07
Jerry,Kelly,F,Regular Season,(1946-47),(1947-48),46,---,---,94,323,29%,---,---,---,74,112,66%,---,---,---,21,---,---,---,131,262,,---,---,---,2.04,7.02,29%,---,---,---,1.61,2.43,66%,---,---,---,0.46,---,---,---,2.85,5.70
Greg,Kelser,F,Regular Season,(1979-80),(1984-85),305,40,"6,032","1,097","2,255",49%,5,30,17%,762,"1,110",69%,609,793,"1,402",411,239,150,658,904,"2,961",,---,---,19.78,3.60,7.39,49%,0.02,0.10,17%,2.50,3.64,69%,2.00,2.60,4.60,1.35,0.78,0.49,2.16,2.96,9.71
Ben,Kelso,G,Regular Season,(1973-74),(1973-74),46,,298,35,96,36%,---,---,---,15,22,68%,15,16,31,18,12,1,---,45,85,,---,---,6.48,0.76,2.09,36%,---,---,---,0.33,0.48,68%,0.33,0.35,0.67,0.39,0.26,0.02,---,0.98,1.85
Shawn,Kemp,F-C,Regular Season,(1989-90),(2002-03),"1,051",728,"29,293","5,505","11,278",49%,33,119,28%,"4,304","5,805",74%,"3,026","5,808","8,834","1,704","1,185","1,279","2,766","3,826","15,347",,---,---,27.87,5.24,10.73,49%,0.03,0.11,28%,4.10,5.52,74%,2.88,5.53,8.41,1.62,1.13,1.22,2.63,3.64,14.60
Tim,Kempton,F-C,Regular Season,(1986-87),(1997-98),280,20,"3,758",458,953,48%,0,3,0%,343,507,68%,241,554,795,307,121,44,289,603,"1,259",,---,---,13.42,1.64,3.40,48%,0.00,0.01,0%,1.23,1.81,68%,0.86,1.98,2.84,1.10,0.43,0.16,1.03,2.15,4.50
Frank,Kendrick,F,Regular Season,(1974-75),(1974-75),24,,121,31,77,40%,---,---,---,18,22,82%,19,17,36,6,11,3,---,22,80,,---,---,5.04,1.29,3.21,40%,---,---,---,0.75,0.92,82%,0.79,0.71,1.50,0.25,0.46,0.13,---,0.92,3.33
Luke,Kennard,G,Regular Season,(2017-18),(2019-20),164,44,"3,822",585,"1,327",44%,260,647,40%,183,212,86%,42,415,457,353,82,29,169,243,"1,613",,---,---,23.30,3.57,8.09,44%,1.59,3.95,40%,1.12,1.29,86%,0.26,2.53,2.79,2.15,0.50,0.18,1.03,1.48,9.84
D.J.,Kennedy,F,Regular Season,(2011-12),(2011-12),2,0,59,5,12,42%,2,4,50%,0,2,0%,1,6,7,3,2,0,3,7,12,,---,---,29.50,2.50,6.00,42%,1.00,2.00,50%,0.00,1.00,0%,0.50,3.00,3.50,1.50,1.00,0.00,1.50,3.50,6.00
Goo,Kennedy,F-C,Regular Season,(1976-77),(1976-77),32,,277,31,58,53%,---,---,---,3,8,38%,14,37,51,6,7,5,---,45,65,,---,---,8.66,0.97,1.81,53%,---,---,---,0.09,0.25,38%,0.44,1.16,1.59,0.19,0.22,0.16,---,1.41,2.03
Joe,Kennedy,F,Regular Season,(1968-69),(1969-70),86,---,"1,323",177,475,37%,---,---,---,100,126,79%,---,---,261,67,---,---,---,165,454,,---,---,15.38,2.06,5.52,37%,---,---,---,1.16,1.47,79%,---,---,3.03,0.78,---,---,---,1.92,5.28
Pickles,Kennedy,G,Regular Season,(1960-61),(1960-61),7,---,52,4,21,19%,---,---,---,4,6,67%,---,---,8,9,---,---,---,6,12,,---,---,7.43,0.57,3.00,19%,---,---,---,0.57,0.86,67%,---,---,1.14,1.29,---,---,---,0.86,1.71
Larry,Kenon,F,Regular Season,(1976-77),(1982-83),503,37,"15,517","3,564","7,293",49%,1,10,10%,"1,406","1,763",80%,"1,362","2,580","3,942","1,287",675,155,"1,101","1,078","8,535",,---,---,30.85,7.09,14.50,49%,0.00,0.02,10%,2.80,3.50,80%,2.71,5.13,7.84,2.56,1.34,0.31,2.19,2.14,16.97
Billy,Kenville,G-F,Regular Season,(1953-54),(1959-60),345,---,"6,778",848,"2,337",36%,---,---,---,738,974,76%,---,---,"1,206",715,---,---,---,670,"2,434",,---,---,19.65,2.46,6.77,36%,---,---,---,2.14,2.82,76%,---,---,3.50,2.07,---,---,---,1.94,7.06
Jonathan,Kerner,C,Regular Season,(1998-99),(1998-99),1,0,5,0,1,0%,0,0,,0,0,,0,0,0,0,0,0,0,2,0,,---,---,5.00,0.00,1.00,0%,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
Steve,Kerr,G,Regular Season,(1988-89),(2002-03),910,30,"16,207","2,042","4,263",48%,726,"1,599",45%,627,726,86%,186,874,"1,060","1,658",476,46,504,847,"5,437",,---,---,17.81,2.24,4.68,48%,0.80,1.76,45%,0.69,0.80,86%,0.20,0.96,1.16,1.82,0.52,0.05,0.55,0.93,5.97
Johnny,Kerr,C-F,Regular Season,(1954-55),(1965-66),905,---,"27,784","4,909","11,751",42%,---,---,---,"2,662","3,682",72%,---,---,"10,092","2,004",---,---,---,"2,287","12,480",,---,---,30.70,5.42,12.98,42%,---,---,---,2.94,4.07,72%,---,---,11.15,2.21,---,---,---,2.53,13.79
Jack,Kerris,F-C,Regular Season,(1949-50),(1952-53),271,---,"3,572",691,"1,906",36%,---,---,---,675,"1,020",66%,---,---,"1,286",667,---,---,---,858,"2,057",,---,---,13.18,2.55,7.03,36%,---,---,---,2.49,3.76,66%,---,---,4.75,2.46,---,---,---,3.17,7.59
Jerome,Kersey,F,Regular Season,(1984-85),(2000-01),"1,153",571,"28,115","4,723","10,166",46%,58,288,20%,"2,321","3,364",69%,"2,330","4,009","6,339","2,134","1,439",799,"1,583","3,455","11,825",,---,---,24.38,4.10,8.82,46%,0.05,0.25,20%,2.01,2.92,69%,2.02,3.48,5.50,1.85,1.25,0.69,1.37,3.00,10.26
Alec,Kessler,F-C,Regular Season,(1990-91),(1993-94),210,24,"2,937",425,998,43%,10,24,42%,224,301,74%,258,493,751,81,39,71,192,451,"1,084",,---,---,13.99,2.02,4.75,43%,0.05,0.11,42%,1.07,1.43,74%,1.23,2.35,3.58,0.39,0.19,0.34,0.91,2.15,5.16
Lari,Ketner,F-C,Regular Season,(1999-00),(2000-01),25,0,139,13,32,41%,0,0,,8,12,67%,12,22,34,2,4,3,12,20,34,,---,---,5.56,0.52,1.28,41%,0.00,0.00,,0.32,0.48,67%,0.48,0.88,1.36,0.08,0.16,0.12,0.48,0.80,1.36
Randolph,Keys,F-G,Regular Season,(1988-89),(1995-96),241,19,"3,318",522,"1,229",42%,40,147,27%,178,247,72%,210,341,551,192,135,45,175,523,"1,262",,---,---,13.77,2.17,5.10,42%,0.17,0.61,27%,0.74,1.02,72%,0.87,1.41,2.29,0.80,0.56,0.19,0.73,2.17,5.24
Viktor,Khryapa,F,Regular Season,(2004-05),(2007-08),143,58,"2,351",251,567,44%,14,48,29%,127,193,66%,168,324,492,142,86,48,139,353,643,,---,---,16.44,1.76,3.97,44%,0.10,0.34,29%,0.89,1.35,66%,1.17,2.27,3.44,0.99,0.60,0.34,0.97,2.47,4.50
Stanton,Kidd,F,Regular Season,(2019-20),(2019-20),4,0,15,0,3,0%,0,1,0%,0,0,,0,3,3,1,0,0,2,3,0,,---,---,3.75,0.00,0.75,0%,0.00,0.25,0%,0.00,0.00,,0.00,0.75,0.75,0.25,0.00,0.00,0.50,0.75,0.00
Jason,Kidd,G,Regular Season,(1994-95),(2012-13),"1,391","1,350","50,111","6,219","15,557",40%,"1,988","5,701",35%,"3,103","3,954",78%,"1,768","6,957","8,725","12,091","2,684",450,"4,003","2,572","17,529",,---,---,36.03,4.47,11.18,40%,1.43,4.10,35%,2.23,2.84,78%,1.27,5.00,6.27,8.69,1.93,0.32,2.88,1.85,12.60
Warren,Kidd,F,Regular Season,(1993-94),(1993-94),68,14,884,100,169,59%,0,0,,47,86,55%,76,157,233,19,19,23,44,129,247,,---,---,13.00,1.47,2.49,59%,0.00,0.00,,0.69,1.26,55%,1.12,2.31,3.43,0.28,0.28,0.34,0.65,1.90,3.63
Michael,Kidd-Gilchrist,F,Regular Season,(2012-13),(2019-20),446,356,"10,978","1,462","3,085",47%,28,103,27%,798,"1,116",72%,701,"1,717","2,418",515,296,303,401,956,"3,750",,---,---,24.61,3.28,6.92,47%,0.06,0.23,27%,1.79,2.50,72%,1.57,3.85,5.42,1.15,0.66,0.68,0.90,2.14,8.41
Irv,Kiffin,F,Regular Season,(1979-80),(1979-80),26,,212,32,96,33%,0,0,,18,25,72%,12,28,40,19,10,2,30,43,82,,---,---,8.15,1.23,3.69,33%,0.00,0.00,,0.69,0.96,72%,0.46,1.08,1.54,0.73,0.38,0.08,1.15,1.65,3.15
Jack,Kiley,G,Regular Season,(1951-52),(1952-53),53,---,504,46,203,23%,---,---,---,32,56,57%,---,---,51,65,---,---,---,61,124,,---,---,9.51,0.87,3.83,23%,---,---,---,0.60,1.06,57%,---,---,0.96,1.23,---,---,---,1.15,2.34
Earnie,Killum,G,Regular Season,(1970-71),(1970-71),4,,12,0,4,0%,---,---,---,1,1,100%,---,---,2,0,---,---,---,1,1,,---,---,3.00,0.00,1.00,0%,---,---,---,0.25,0.25,100%,---,---,0.50,0.00,---,---,---,0.25,0.25
Sean,Kilpatrick,G,Regular Season,(2014-15),(2017-18),157,25,"3,082",545,"1,319",41%,194,579,34%,332,385,86%,40,389,429,236,74,13,207,191,"1,616",,---,---,19.63,3.47,8.40,41%,1.24,3.69,34%,2.11,2.45,86%,0.25,2.48,2.73,1.50,0.47,0.08,1.32,1.22,10.29
Carl,Kilpatrick,C,Regular Season,(1979-80),(1979-80),2,,6,1,2,50%,0,0,,1,2,50%,1,3,4,0,0,0,0,1,3,,---,---,3.00,0.50,1.00,50%,0.00,0.00,,0.50,1.00,50%,0.50,1.50,2.00,0.00,0.00,0.00,0.00,0.50,1.50
Toby,Kimball,F-C,Regular Season,(1966-67),(1974-75),571,,"10,439","1,383","3,251",43%,---,---,---,704,"1,229",57%,193,385,"3,870",571,51,23,---,"1,280","3,470",,---,---,18.28,2.42,5.69,43%,---,---,---,1.23,2.15,57%,0.34,0.67,6.78,1.00,0.09,0.04,---,2.24,6.08
Bo,Kimble,G,Regular Season,(1990-91),(1992-93),105,22,"1,336",217,562,39%,25,86,29%,115,158,73%,58,104,162,98,41,14,98,205,574,,---,---,12.72,2.07,5.35,39%,0.24,0.82,29%,1.10,1.50,73%,0.55,0.99,1.54,0.93,0.39,0.13,0.93,1.95,5.47
Stan,Kimbrough,G,Regular Season,(1989-90),(1992-93),13,0,65,9,22,41%,1,2,50%,2,2,100%,4,3,7,6,5,0,4,5,21,,---,---,5.00,0.69,1.69,41%,0.08,0.15,50%,0.15,0.15,100%,0.31,0.23,0.54,0.46,0.38,0.00,0.31,0.38,1.62
Chad,Kinch,G,Regular Season,(1980-81),(1980-81),41,,353,52,141,37%,0,0,,14,18,78%,7,26,33,45,11,6,30,33,118,,---,---,8.61,1.27,3.44,37%,0.00,0.00,,0.34,0.44,78%,0.17,0.63,0.80,1.10,0.27,0.15,0.73,0.80,2.88
Louis,King,F,Regular Season,(2019-20),(2019-20),10,0,62,8,21,38%,4,11,36%,0,3,0%,1,9,10,5,2,0,2,10,20,,---,---,6.20,0.80,2.10,38%,0.40,1.10,36%,0.00,0.30,0%,0.10,0.90,1.00,0.50,0.20,0.00,0.20,1.00,2.00
George M.,King,F,Regular Season,(2018-19),(2018-19),1,0,6,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,,---,---,6.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Gerard,King,F,Regular Season,(1998-99),(2000-01),126,31,"1,829",235,467,50%,0,0,,96,129,74%,129,264,393,84,50,27,92,238,566,,---,---,14.52,1.87,3.71,50%,0.00,0.00,,0.76,1.02,74%,1.02,2.10,3.12,0.67,0.40,0.21,0.73,1.89,4.49
Chris,King,F,Regular Season,(1993-94),(1998-99),103,66,"2,058",271,640,42%,46,120,38%,105,166,63%,108,203,311,116,74,34,119,183,693,,---,---,19.98,2.63,6.21,42%,0.45,1.17,38%,1.02,1.61,63%,1.05,1.97,3.02,1.13,0.72,0.33,1.16,1.78,6.73
Stacey,King,F-C,Regular Season,(1989-90),(1996-97),438,63,"7,406","1,071","2,240",48%,4,17,24%,673,952,71%,597,863,"1,460",387,173,210,527,906,"2,819",,---,---,16.91,2.45,5.11,48%,0.01,0.04,24%,1.54,2.17,71%,1.36,1.97,3.33,0.88,0.39,0.48,1.20,2.07,6.44
Jimmy,King,G,Regular Season,(1995-96),(1996-97),64,1,890,112,261,43%,5,34,15%,56,81,69%,45,67,112,90,24,13,61,78,285,,---,---,13.91,1.75,4.08,43%,0.08,0.53,15%,0.88,1.27,69%,0.70,1.05,1.75,1.41,0.38,0.20,0.95,1.22,4.45
Frankie,King,G,Regular Season,(1995-96),(1996-97),13,0,79,10,28,36%,1,3,33%,6,8,75%,5,11,16,7,6,0,5,11,27,,---,---,6.08,0.77,2.15,36%,0.08,0.23,33%,0.46,0.62,75%,0.38,0.85,1.23,0.54,0.46,0.00,0.38,0.85,2.08
